文件名,YS,PV,组号,序号
YS_4.493_PV_0.142\4.493_0.142_38_7.png,4.493,0.142,38,7
YS_4.493_PV_0.142\4.493_0.142_38_8.png,4.493,0.142,38,8
YS_4.493_PV_0.142\4.493_0.142_39_0.png,4.493,0.142,39,0
YS_4.493_PV_0.142\4.493_0.142_39_1.png,4.493,0.142,39,1
YS_4.493_PV_0.142\4.493_0.142_39_2.png,4.493,0.142,39,2
YS_4.493_PV_0.142\4.493_0.142_39_3.png,4.493,0.142,39,3
YS_4.493_PV_0.142\4.493_0.142_39_4.png,4.493,0.142,39,4
YS_4.493_PV_0.142\4.493_0.142_39_5.png,4.493,0.142,39,5
YS_4.493_PV_0.142\4.493_0.142_39_6.png,4.493,0.142,39,6
YS_4.493_PV_0.142\4.493_0.142_39_7.png,4.493,0.142,39,7
YS_4.493_PV_0.142\4.493_0.142_39_8.png,4.493,0.142,39,8
YS_4.576_PV_0.23\4.576_0.23_0_0.png,4.576,0.23,0,0
YS_4.576_PV_0.23\4.576_0.23_0_1.png,4.576,0.23,0,1
YS_4.576_PV_0.23\4.576_0.23_0_2.png,4.576,0.23,0,2
YS_4.576_PV_0.23\4.576_0.23_0_3.png,4.576,0.23,0,3
YS_4.576_PV_0.23\4.576_0.23_0_4.png,4.576,0.23,0,4
YS_4.576_PV_0.23\4.576_0.23_0_5.png,4.576,0.23,0,5
YS_4.576_PV_0.23\4.576_0.23_0_6.png,4.576,0.23,0,6
YS_4.576_PV_0.23\4.576_0.23_0_7.png,4.576,0.23,0,7
YS_4.576_PV_0.23\4.576_0.23_0_8.png,4.576,0.23,0,8
YS_4.576_PV_0.23\4.576_0.23_1_0.png,4.576,0.23,1,0
YS_4.576_PV_0.23\4.576_0.23_1_1.png,4.576,0.23,1,1
YS_4.576_PV_0.23\4.576_0.23_1_2.png,4.576,0.23,1,2
YS_4.576_PV_0.23\4.576_0.23_1_3.png,4.576,0.23,1,3
YS_4.576_PV_0.23\4.576_0.23_1_4.png,4.576,0.23,1,4
YS_4.576_PV_0.23\4.576_0.23_1_5.png,4.576,0.23,1,5
YS_4.576_PV_0.23\4.576_0.23_1_6.png,4.576,0.23,1,6
YS_4.576_PV_0.23\4.576_0.23_1_7.png,4.576,0.23,1,7
YS_4.576_PV_0.23\4.576_0.23_1_8.png,4.576,0.23,1,8
YS_4.576_PV_0.23\4.576_0.23_2_0.png,4.576,0.23,2,0
YS_4.576_PV_0.23\4.576_0.23_2_1.png,4.576,0.23,2,1
YS_4.576_PV_0.23\4.576_0.23_2_2.png,4.576,0.23,2,2
YS_4.576_PV_0.23\4.576_0.23_2_3.png,4.576,0.23,2,3
YS_4.576_PV_0.23\4.576_0.23_2_4.png,4.576,0.23,2,4
YS_4.576_PV_0.23\4.576_0.23_2_5.png,4.576,0.23,2,5
YS_4.576_PV_0.23\4.576_0.23_2_6.png,4.576,0.23,2,6
YS_4.576_PV_0.23\4.576_0.23_2_7.png,4.576,0.23,2,7
YS_4.576_PV_0.23\4.576_0.23_2_8.png,4.576,0.23,2,8
YS_4.576_PV_0.23\4.576_0.23_3_0.png,4.576,0.23,3,0
YS_4.576_PV_0.23\4.576_0.23_3_1.png,4.576,0.23,3,1
YS_4.576_PV_0.23\4.576_0.23_3_2.png,4.576,0.23,3,2
YS_4.576_PV_0.23\4.576_0.23_3_3.png,4.576,0.23,3,3
YS_4.576_PV_0.23\4.576_0.23_3_4.png,4.576,0.23,3,4
YS_4.576_PV_0.23\4.576_0.23_3_5.png,4.576,0.23,3,5
YS_4.576_PV_0.23\4.576_0.23_3_6.png,4.576,0.23,3,6
YS_4.576_PV_0.23\4.576_0.23_3_7.png,4.576,0.23,3,7
YS_4.576_PV_0.23\4.576_0.23_3_8.png,4.576,0.23,3,8
YS_4.576_PV_0.23\4.576_0.23_4_0.png,4.576,0.23,4,0
YS_4.576_PV_0.23\4.576_0.23_4_1.png,4.576,0.23,4,1
YS_4.576_PV_0.23\4.576_0.23_4_2.png,4.576,0.23,4,2
YS_4.576_PV_0.23\4.576_0.23_4_3.png,4.576,0.23,4,3
YS_4.576_PV_0.23\4.576_0.23_4_4.png,4.576,0.23,4,4
YS_4.576_PV_0.23\4.576_0.23_4_5.png,4.576,0.23,4,5
YS_4.576_PV_0.23\4.576_0.23_4_6.png,4.576,0.23,4,6
YS_4.576_PV_0.23\4.576_0.23_4_7.png,4.576,0.23,4,7
YS_4.576_PV_0.23\4.576_0.23_4_8.png,4.576,0.23,4,8
YS_4.576_PV_0.23\4.576_0.23_5_0.png,4.576,0.23,5,0
YS_4.576_PV_0.23\4.576_0.23_5_1.png,4.576,0.23,5,1
YS_4.576_PV_0.23\4.576_0.23_5_2.png,4.576,0.23,5,2
YS_4.576_PV_0.23\4.576_0.23_5_3.png,4.576,0.23,5,3
YS_4.576_PV_0.23\4.576_0.23_5_4.png,4.576,0.23,5,4
YS_4.576_PV_0.23\4.576_0.23_5_5.png,4.576,0.23,5,5
YS_4.576_PV_0.23\4.576_0.23_5_6.png,4.576,0.23,5,6
YS_4.576_PV_0.23\4.576_0.23_5_7.png,4.576,0.23,5,7
YS_4.576_PV_0.23\4.576_0.23_5_8.png,4.576,0.23,5,8
YS_4.576_PV_0.23\4.576_0.23_6_0.png,4.576,0.23,6,0
YS_4.576_PV_0.23\4.576_0.23_6_1.png,4.576,0.23,6,1
YS_4.576_PV_0.23\4.576_0.23_6_2.png,4.576,0.23,6,2
YS_4.576_PV_0.23\4.576_0.23_6_3.png,4.576,0.23,6,3
YS_4.576_PV_0.23\4.576_0.23_6_4.png,4.576,0.23,6,4
YS_4.576_PV_0.23\4.576_0.23_6_5.png,4.576,0.23,6,5
YS_4.576_PV_0.23\4.576_0.23_6_6.png,4.576,0.23,6,6
YS_4.576_PV_0.23\4.576_0.23_6_7.png,4.576,0.23,6,7
YS_4.576_PV_0.23\4.576_0.23_6_8.png,4.576,0.23,6,8
YS_4.576_PV_0.23\4.576_0.23_7_0.png,4.576,0.23,7,0
YS_4.576_PV_0.23\4.576_0.23_7_1.png,4.576,0.23,7,1
YS_4.576_PV_0.23\4.576_0.23_7_2.png,4.576,0.23,7,2
YS_4.576_PV_0.23\4.576_0.23_7_3.png,4.576,0.23,7,3
YS_4.576_PV_0.23\4.576_0.23_7_4.png,4.576,0.23,7,4
YS_4.576_PV_0.23\4.576_0.23_7_5.png,4.576,0.23,7,5
YS_4.576_PV_0.23\4.576_0.23_7_6.png,4.576,0.23,7,6
YS_4.576_PV_0.23\4.576_0.23_7_7.png,4.576,0.23,7,7
YS_4.576_PV_0.23\4.576_0.23_7_8.png,4.576,0.23,7,8
YS_4.576_PV_0.23\4.576_0.23_8_0.png,4.576,0.23,8,0
YS_4.576_PV_0.23\4.576_0.23_8_1.png,4.576,0.23,8,1
YS_4.576_PV_0.23\4.576_0.23_8_2.png,4.576,0.23,8,2
YS_4.576_PV_0.23\4.576_0.23_8_3.png,4.576,0.23,8,3
YS_4.576_PV_0.23\4.576_0.23_8_4.png,4.576,0.23,8,4
YS_4.576_PV_0.23\4.576_0.23_8_5.png,4.576,0.23,8,5
YS_4.576_PV_0.23\4.576_0.23_8_6.png,4.576,0.23,8,6
YS_4.576_PV_0.23\4.576_0.23_8_7.png,4.576,0.23,8,7
YS_4.576_PV_0.23\4.576_0.23_8_8.png,4.576,0.23,8,8
YS_4.576_PV_0.23\4.576_0.23_9_0.png,4.576,0.23,9,0
YS_4.576_PV_0.23\4.576_0.23_9_1.png,4.576,0.23,9,1
YS_4.576_PV_0.23\4.576_0.23_9_2.png,4.576,0.23,9,2
YS_4.576_PV_0.23\4.576_0.23_9_3.png,4.576,0.23,9,3
YS_4.576_PV_0.23\4.576_0.23_9_4.png,4.576,0.23,9,4
YS_4.576_PV_0.23\4.576_0.23_9_5.png,4.576,0.23,9,5
YS_4.576_PV_0.23\4.576_0.23_9_6.png,4.576,0.23,9,6
YS_4.576_PV_0.23\4.576_0.23_9_7.png,4.576,0.23,9,7
YS_4.576_PV_0.23\4.576_0.23_9_8.png,4.576,0.23,9,8
YS_4.576_PV_0.23\4.576_0.23_10_0.png,4.576,0.23,10,0
YS_4.576_PV_0.23\4.576_0.23_10_1.png,4.576,0.23,10,1
YS_4.576_PV_0.23\4.576_0.23_10_2.png,4.576,0.23,10,2
YS_4.576_PV_0.23\4.576_0.23_10_3.png,4.576,0.23,10,3
YS_4.576_PV_0.23\4.576_0.23_10_4.png,4.576,0.23,10,4
YS_4.576_PV_0.23\4.576_0.23_10_5.png,4.576,0.23,10,5
YS_4.576_PV_0.23\4.576_0.23_10_6.png,4.576,0.23,10,6
YS_4.576_PV_0.23\4.576_0.23_10_7.png,4.576,0.23,10,7
YS_4.576_PV_0.23\4.576_0.23_10_8.png,4.576,0.23,10,8
YS_4.576_PV_0.23\4.576_0.23_11_0.png,4.576,0.23,11,0
YS_4.576_PV_0.23\4.576_0.23_11_1.png,4.576,0.23,11,1
YS_4.576_PV_0.23\4.576_0.23_11_2.png,4.576,0.23,11,2
YS_4.576_PV_0.23\4.576_0.23_11_3.png,4.576,0.23,11,3
YS_4.576_PV_0.23\4.576_0.23_11_4.png,4.576,0.23,11,4
YS_4.576_PV_0.23\4.576_0.23_11_5.png,4.576,0.23,11,5
YS_4.576_PV_0.23\4.576_0.23_11_6.png,4.576,0.23,11,6
YS_4.576_PV_0.23\4.576_0.23_11_7.png,4.576,0.23,11,7
YS_4.576_PV_0.23\4.576_0.23_11_8.png,4.576,0.23,11,8
YS_4.576_PV_0.23\4.576_0.23_12_0.png,4.576,0.23,12,0
YS_4.576_PV_0.23\4.576_0.23_12_1.png,4.576,0.23,12,1
YS_4.576_PV_0.23\4.576_0.23_12_2.png,4.576,0.23,12,2
YS_4.576_PV_0.23\4.576_0.23_12_3.png,4.576,0.23,12,3
YS_4.576_PV_0.23\4.576_0.23_12_4.png,4.576,0.23,12,4
YS_4.576_PV_0.23\4.576_0.23_12_5.png,4.576,0.23,12,5
YS_4.576_PV_0.23\4.576_0.23_12_6.png,4.576,0.23,12,6
YS_4.576_PV_0.23\4.576_0.23_12_7.png,4.576,0.23,12,7
YS_4.576_PV_0.23\4.576_0.23_12_8.png,4.576,0.23,12,8
YS_4.576_PV_0.23\4.576_0.23_13_0.png,4.576,0.23,13,0
YS_4.576_PV_0.23\4.576_0.23_13_1.png,4.576,0.23,13,1
YS_4.576_PV_0.23\4.576_0.23_13_2.png,4.576,0.23,13,2
YS_4.576_PV_0.23\4.576_0.23_13_3.png,4.576,0.23,13,3
YS_4.576_PV_0.23\4.576_0.23_13_4.png,4.576,0.23,13,4
YS_4.576_PV_0.23\4.576_0.23_13_5.png,4.576,0.23,13,5
YS_4.576_PV_0.23\4.576_0.23_13_6.png,4.576,0.23,13,6
YS_4.576_PV_0.23\4.576_0.23_13_7.png,4.576,0.23,13,7
YS_4.576_PV_0.23\4.576_0.23_13_8.png,4.576,0.23,13,8
YS_4.576_PV_0.23\4.576_0.23_14_0.png,4.576,0.23,14,0
YS_4.576_PV_0.23\4.576_0.23_14_1.png,4.576,0.23,14,1
YS_4.576_PV_0.23\4.576_0.23_14_2.png,4.576,0.23,14,2
YS_4.576_PV_0.23\4.576_0.23_14_3.png,4.576,0.23,14,3
YS_4.576_PV_0.23\4.576_0.23_14_4.png,4.576,0.23,14,4
YS_4.576_PV_0.23\4.576_0.23_14_5.png,4.576,0.23,14,5
YS_4.576_PV_0.23\4.576_0.23_14_6.png,4.576,0.23,14,6
YS_4.576_PV_0.23\4.576_0.23_14_7.png,4.576,0.23,14,7
YS_4.576_PV_0.23\4.576_0.23_14_8.png,4.576,0.23,14,8
YS_4.576_PV_0.23\4.576_0.23_15_0.png,4.576,0.23,15,0
YS_4.576_PV_0.23\4.576_0.23_15_1.png,4.576,0.23,15,1
YS_4.576_PV_0.23\4.576_0.23_15_2.png,4.576,0.23,15,2
YS_4.576_PV_0.23\4.576_0.23_15_3.png,4.576,0.23,15,3
YS_4.576_PV_0.23\4.576_0.23_15_4.png,4.576,0.23,15,4
YS_4.576_PV_0.23\4.576_0.23_15_5.png,4.576,0.23,15,5
YS_4.576_PV_0.23\4.576_0.23_15_6.png,4.576,0.23,15,6
YS_4.576_PV_0.23\4.576_0.23_15_7.png,4.576,0.23,15,7
YS_4.576_PV_0.23\4.576_0.23_15_8.png,4.576,0.23,15,8
YS_4.576_PV_0.23\4.576_0.23_16_0.png,4.576,0.23,16,0
YS_4.576_PV_0.23\4.576_0.23_16_1.png,4.576,0.23,16,1
YS_4.576_PV_0.23\4.576_0.23_16_2.png,4.576,0.23,16,2
YS_4.576_PV_0.23\4.576_0.23_16_3.png,4.576,0.23,16,3
YS_4.576_PV_0.23\4.576_0.23_16_4.png,4.576,0.23,16,4
YS_4.576_PV_0.23\4.576_0.23_16_5.png,4.576,0.23,16,5
YS_4.576_PV_0.23\4.576_0.23_16_6.png,4.576,0.23,16,6
YS_4.576_PV_0.23\4.576_0.23_16_7.png,4.576,0.23,16,7
YS_4.576_PV_0.23\4.576_0.23_16_8.png,4.576,0.23,16,8
YS_4.576_PV_0.23\4.576_0.23_17_0.png,4.576,0.23,17,0
YS_4.576_PV_0.23\4.576_0.23_17_1.png,4.576,0.23,17,1
YS_4.576_PV_0.23\4.576_0.23_17_2.png,4.576,0.23,17,2
YS_4.576_PV_0.23\4.576_0.23_17_3.png,4.576,0.23,17,3
YS_4.576_PV_0.23\4.576_0.23_17_4.png,4.576,0.23,17,4
YS_4.576_PV_0.23\4.576_0.23_17_5.png,4.576,0.23,17,5
YS_4.576_PV_0.23\4.576_0.23_17_6.png,4.576,0.23,17,6
YS_4.576_PV_0.23\4.576_0.23_17_7.png,4.576,0.23,17,7
YS_4.576_PV_0.23\4.576_0.23_17_8.png,4.576,0.23,17,8
YS_4.576_PV_0.23\4.576_0.23_18_0.png,4.576,0.23,18,0
YS_4.576_PV_0.23\4.576_0.23_18_1.png,4.576,0.23,18,1
YS_4.576_PV_0.23\4.576_0.23_18_2.png,4.576,0.23,18,2
YS_4.576_PV_0.23\4.576_0.23_18_3.png,4.576,0.23,18,3
YS_4.576_PV_0.23\4.576_0.23_18_4.png,4.576,0.23,18,4
YS_4.576_PV_0.23\4.576_0.23_18_5.png,4.576,0.23,18,5
YS_4.576_PV_0.23\4.576_0.23_18_6.png,4.576,0.23,18,6
YS_4.576_PV_0.23\4.576_0.23_18_7.png,4.576,0.23,18,7
YS_4.576_PV_0.23\4.576_0.23_18_8.png,4.576,0.23,18,8
YS_4.576_PV_0.23\4.576_0.23_19_0.png,4.576,0.23,19,0
YS_4.576_PV_0.23\4.576_0.23_19_1.png,4.576,0.23,19,1
YS_4.576_PV_0.23\4.576_0.23_19_2.png,4.576,0.23,19,2
YS_4.576_PV_0.23\4.576_0.23_19_3.png,4.576,0.23,19,3
YS_4.576_PV_0.23\4.576_0.23_19_4.png,4.576,0.23,19,4
YS_4.576_PV_0.23\4.576_0.23_19_5.png,4.576,0.23,19,5
YS_4.576_PV_0.23\4.576_0.23_19_6.png,4.576,0.23,19,6
YS_4.576_PV_0.23\4.576_0.23_19_7.png,4.576,0.23,19,7
YS_4.576_PV_0.23\4.576_0.23_19_8.png,4.576,0.23,19,8
YS_4.576_PV_0.23\4.576_0.23_20_0.png,4.576,0.23,20,0
YS_4.576_PV_0.23\4.576_0.23_20_1.png,4.576,0.23,20,1
YS_4.576_PV_0.23\4.576_0.23_20_2.png,4.576,0.23,20,2
YS_4.576_PV_0.23\4.576_0.23_20_3.png,4.576,0.23,20,3
YS_4.576_PV_0.23\4.576_0.23_20_4.png,4.576,0.23,20,4
YS_4.576_PV_0.23\4.576_0.23_20_5.png,4.576,0.23,20,5
YS_4.576_PV_0.23\4.576_0.23_20_6.png,4.576,0.23,20,6
YS_4.576_PV_0.23\4.576_0.23_20_7.png,4.576,0.23,20,7
YS_4.576_PV_0.23\4.576_0.23_20_8.png,4.576,0.23,20,8
YS_4.576_PV_0.23\4.576_0.23_21_0.png,4.576,0.23,21,0
YS_4.576_PV_0.23\4.576_0.23_21_1.png,4.576,0.23,21,1
YS_4.576_PV_0.23\4.576_0.23_21_2.png,4.576,0.23,21,2
YS_4.576_PV_0.23\4.576_0.23_21_3.png,4.576,0.23,21,3
YS_4.576_PV_0.23\4.576_0.23_21_4.png,4.576,0.23,21,4
YS_4.576_PV_0.23\4.576_0.23_21_5.png,4.576,0.23,21,5
YS_4.576_PV_0.23\4.576_0.23_21_6.png,4.576,0.23,21,6
YS_4.576_PV_0.23\4.576_0.23_21_7.png,4.576,0.23,21,7
YS_4.576_PV_0.23\4.576_0.23_21_8.png,4.576,0.23,21,8
YS_4.576_PV_0.23\4.576_0.23_22_0.png,4.576,0.23,22,0
YS_4.576_PV_0.23\4.576_0.23_22_1.png,4.576,0.23,22,1
YS_4.576_PV_0.23\4.576_0.23_22_2.png,4.576,0.23,22,2
YS_4.576_PV_0.23\4.576_0.23_22_3.png,4.576,0.23,22,3
YS_4.576_PV_0.23\4.576_0.23_22_4.png,4.576,0.23,22,4
YS_4.576_PV_0.23\4.576_0.23_22_5.png,4.576,0.23,22,5
YS_4.576_PV_0.23\4.576_0.23_22_6.png,4.576,0.23,22,6
YS_4.576_PV_0.23\4.576_0.23_22_7.png,4.576,0.23,22,7
YS_4.576_PV_0.23\4.576_0.23_22_8.png,4.576,0.23,22,8
YS_4.576_PV_0.23\4.576_0.23_23_0.png,4.576,0.23,23,0
YS_4.576_PV_0.23\4.576_0.23_23_1.png,4.576,0.23,23,1
YS_4.576_PV_0.23\4.576_0.23_23_2.png,4.576,0.23,23,2
YS_4.576_PV_0.23\4.576_0.23_23_3.png,4.576,0.23,23,3
YS_4.576_PV_0.23\4.576_0.23_23_4.png,4.576,0.23,23,4
YS_4.576_PV_0.23\4.576_0.23_23_5.png,4.576,0.23,23,5
YS_4.576_PV_0.23\4.576_0.23_23_6.png,4.576,0.23,23,6
YS_4.576_PV_0.23\4.576_0.23_23_7.png,4.576,0.23,23,7
YS_4.576_PV_0.23\4.576_0.23_23_8.png,4.576,0.23,23,8
YS_4.576_PV_0.23\4.576_0.23_24_0.png,4.576,0.23,24,0
YS_4.576_PV_0.23\4.576_0.23_24_1.png,4.576,0.23,24,1
YS_4.576_PV_0.23\4.576_0.23_24_2.png,4.576,0.23,24,2
YS_4.576_PV_0.23\4.576_0.23_24_3.png,4.576,0.23,24,3
YS_4.576_PV_0.23\4.576_0.23_24_4.png,4.576,0.23,24,4
YS_4.576_PV_0.23\4.576_0.23_24_5.png,4.576,0.23,24,5
YS_4.576_PV_0.23\4.576_0.23_24_6.png,4.576,0.23,24,6
YS_4.576_PV_0.23\4.576_0.23_24_7.png,4.576,0.23,24,7
YS_4.576_PV_0.23\4.576_0.23_24_8.png,4.576,0.23,24,8
YS_4.576_PV_0.23\4.576_0.23_25_0.png,4.576,0.23,25,0
YS_4.576_PV_0.23\4.576_0.23_25_1.png,4.576,0.23,25,1
YS_4.576_PV_0.23\4.576_0.23_25_2.png,4.576,0.23,25,2
YS_4.576_PV_0.23\4.576_0.23_25_3.png,4.576,0.23,25,3
YS_4.576_PV_0.23\4.576_0.23_25_4.png,4.576,0.23,25,4
YS_4.576_PV_0.23\4.576_0.23_25_5.png,4.576,0.23,25,5
YS_4.576_PV_0.23\4.576_0.23_25_6.png,4.576,0.23,25,6
YS_4.576_PV_0.23\4.576_0.23_25_7.png,4.576,0.23,25,7
YS_4.576_PV_0.23\4.576_0.23_25_8.png,4.576,0.23,25,8
YS_4.576_PV_0.23\4.576_0.23_26_0.png,4.576,0.23,26,0
YS_4.576_PV_0.23\4.576_0.23_26_1.png,4.576,0.23,26,1
YS_4.576_PV_0.23\4.576_0.23_26_2.png,4.576,0.23,26,2
YS_4.576_PV_0.23\4.576_0.23_26_3.png,4.576,0.23,26,3
YS_4.576_PV_0.23\4.576_0.23_26_4.png,4.576,0.23,26,4
YS_4.576_PV_0.23\4.576_0.23_26_5.png,4.576,0.23,26,5
YS_4.576_PV_0.23\4.576_0.23_26_6.png,4.576,0.23,26,6
YS_4.576_PV_0.23\4.576_0.23_26_7.png,4.576,0.23,26,7
YS_4.576_PV_0.23\4.576_0.23_26_8.png,4.576,0.23,26,8
YS_4.576_PV_0.23\4.576_0.23_27_0.png,4.576,0.23,27,0
YS_4.576_PV_0.23\4.576_0.23_27_1.png,4.576,0.23,27,1
YS_4.576_PV_0.23\4.576_0.23_27_2.png,4.576,0.23,27,2
YS_4.576_PV_0.23\4.576_0.23_27_3.png,4.576,0.23,27,3
YS_4.576_PV_0.23\4.576_0.23_27_4.png,4.576,0.23,27,4
YS_4.576_PV_0.23\4.576_0.23_27_5.png,4.576,0.23,27,5
YS_4.576_PV_0.23\4.576_0.23_27_6.png,4.576,0.23,27,6
YS_4.576_PV_0.23\4.576_0.23_27_7.png,4.576,0.23,27,7
YS_4.576_PV_0.23\4.576_0.23_27_8.png,4.576,0.23,27,8
YS_4.576_PV_0.23\4.576_0.23_28_0.png,4.576,0.23,28,0
YS_4.576_PV_0.23\4.576_0.23_28_1.png,4.576,0.23,28,1
YS_4.576_PV_0.23\4.576_0.23_28_2.png,4.576,0.23,28,2
YS_4.576_PV_0.23\4.576_0.23_28_3.png,4.576,0.23,28,3
YS_4.576_PV_0.23\4.576_0.23_28_4.png,4.576,0.23,28,4
YS_4.576_PV_0.23\4.576_0.23_28_5.png,4.576,0.23,28,5
YS_4.576_PV_0.23\4.576_0.23_28_6.png,4.576,0.23,28,6
YS_4.576_PV_0.23\4.576_0.23_28_7.png,4.576,0.23,28,7
YS_4.576_PV_0.23\4.576_0.23_28_8.png,4.576,0.23,28,8
YS_4.576_PV_0.23\4.576_0.23_29_0.png,4.576,0.23,29,0
YS_4.576_PV_0.23\4.576_0.23_29_1.png,4.576,0.23,29,1
YS_4.576_PV_0.23\4.576_0.23_29_2.png,4.576,0.23,29,2
YS_4.576_PV_0.23\4.576_0.23_29_3.png,4.576,0.23,29,3
YS_4.576_PV_0.23\4.576_0.23_29_4.png,4.576,0.23,29,4
YS_4.576_PV_0.23\4.576_0.23_29_5.png,4.576,0.23,29,5
YS_4.576_PV_0.23\4.576_0.23_29_6.png,4.576,0.23,29,6
YS_4.576_PV_0.23\4.576_0.23_29_7.png,4.576,0.23,29,7
YS_4.576_PV_0.23\4.576_0.23_29_8.png,4.576,0.23,29,8
YS_4.576_PV_0.23\4.576_0.23_30_0.png,4.576,0.23,30,0
YS_4.576_PV_0.23\4.576_0.23_30_1.png,4.576,0.23,30,1
YS_4.576_PV_0.23\4.576_0.23_30_2.png,4.576,0.23,30,2
YS_4.576_PV_0.23\4.576_0.23_30_3.png,4.576,0.23,30,3
YS_4.576_PV_0.23\4.576_0.23_30_4.png,4.576,0.23,30,4
YS_4.576_PV_0.23\4.576_0.23_30_5.png,4.576,0.23,30,5
YS_4.576_PV_0.23\4.576_0.23_30_6.png,4.576,0.23,30,6
YS_4.576_PV_0.23\4.576_0.23_30_7.png,4.576,0.23,30,7
YS_4.576_PV_0.23\4.576_0.23_30_8.png,4.576,0.23,30,8
YS_4.576_PV_0.23\4.576_0.23_31_0.png,4.576,0.23,31,0
YS_4.576_PV_0.23\4.576_0.23_31_1.png,4.576,0.23,31,1
YS_4.576_PV_0.23\4.576_0.23_31_2.png,4.576,0.23,31,2
YS_4.576_PV_0.23\4.576_0.23_31_3.png,4.576,0.23,31,3
YS_4.576_PV_0.23\4.576_0.23_31_4.png,4.576,0.23,31,4
YS_4.576_PV_0.23\4.576_0.23_31_5.png,4.576,0.23,31,5
YS_4.576_PV_0.23\4.576_0.23_31_6.png,4.576,0.23,31,6
YS_4.576_PV_0.23\4.576_0.23_31_7.png,4.576,0.23,31,7
YS_4.576_PV_0.23\4.576_0.23_31_8.png,4.576,0.23,31,8
YS_4.576_PV_0.23\4.576_0.23_32_0.png,4.576,0.23,32,0
YS_4.576_PV_0.23\4.576_0.23_32_1.png,4.576,0.23,32,1
YS_4.576_PV_0.23\4.576_0.23_32_2.png,4.576,0.23,32,2
YS_4.576_PV_0.23\4.576_0.23_32_3.png,4.576,0.23,32,3
YS_4.576_PV_0.23\4.576_0.23_32_4.png,4.576,0.23,32,4
YS_4.576_PV_0.23\4.576_0.23_32_5.png,4.576,0.23,32,5
YS_4.576_PV_0.23\4.576_0.23_32_6.png,4.576,0.23,32,6
YS_4.576_PV_0.23\4.576_0.23_32_7.png,4.576,0.23,32,7
YS_4.576_PV_0.23\4.576_0.23_32_8.png,4.576,0.23,32,8
YS_4.576_PV_0.23\4.576_0.23_33_0.png,4.576,0.23,33,0
YS_4.576_PV_0.23\4.576_0.23_33_1.png,4.576,0.23,33,1
YS_4.576_PV_0.23\4.576_0.23_33_2.png,4.576,0.23,33,2
YS_4.576_PV_0.23\4.576_0.23_33_3.png,4.576,0.23,33,3
YS_4.576_PV_0.23\4.576_0.23_33_4.png,4.576,0.23,33,4
YS_4.576_PV_0.23\4.576_0.23_33_5.png,4.576,0.23,33,5
YS_4.576_PV_0.23\4.576_0.23_33_6.png,4.576,0.23,33,6
YS_4.576_PV_0.23\4.576_0.23_33_7.png,4.576,0.23,33,7
YS_4.576_PV_0.23\4.576_0.23_33_8.png,4.576,0.23,33,8
YS_4.576_PV_0.23\4.576_0.23_34_0.png,4.576,0.23,34,0
YS_4.576_PV_0.23\4.576_0.23_34_1.png,4.576,0.23,34,1
YS_4.576_PV_0.23\4.576_0.23_34_2.png,4.576,0.23,34,2
YS_4.576_PV_0.23\4.576_0.23_34_3.png,4.576,0.23,34,3
YS_4.576_PV_0.23\4.576_0.23_34_4.png,4.576,0.23,34,4
YS_4.576_PV_0.23\4.576_0.23_34_5.png,4.576,0.23,34,5
YS_4.576_PV_0.23\4.576_0.23_34_6.png,4.576,0.23,34,6
YS_4.576_PV_0.23\4.576_0.23_34_7.png,4.576,0.23,34,7
YS_4.576_PV_0.23\4.576_0.23_34_8.png,4.576,0.23,34,8
YS_4.576_PV_0.23\4.576_0.23_35_0.png,4.576,0.23,35,0
YS_4.576_PV_0.23\4.576_0.23_35_1.png,4.576,0.23,35,1
YS_4.576_PV_0.23\4.576_0.23_35_2.png,4.576,0.23,35,2
YS_4.576_PV_0.23\4.576_0.23_35_3.png,4.576,0.23,35,3
YS_4.576_PV_0.23\4.576_0.23_35_4.png,4.576,0.23,35,4
YS_4.576_PV_0.23\4.576_0.23_35_5.png,4.576,0.23,35,5
YS_4.576_PV_0.23\4.576_0.23_35_6.png,4.576,0.23,35,6
YS_4.576_PV_0.23\4.576_0.23_35_7.png,4.576,0.23,35,7
YS_4.576_PV_0.23\4.576_0.23_35_8.png,4.576,0.23,35,8
YS_4.576_PV_0.23\4.576_0.23_36_0.png,4.576,0.23,36,0
YS_4.576_PV_0.23\4.576_0.23_36_1.png,4.576,0.23,36,1
YS_4.576_PV_0.23\4.576_0.23_36_2.png,4.576,0.23,36,2
YS_4.576_PV_0.23\4.576_0.23_36_3.png,4.576,0.23,36,3
YS_4.576_PV_0.23\4.576_0.23_36_4.png,4.576,0.23,36,4
YS_4.576_PV_0.23\4.576_0.23_36_5.png,4.576,0.23,36,5
YS_4.576_PV_0.23\4.576_0.23_36_6.png,4.576,0.23,36,6
YS_4.576_PV_0.23\4.576_0.23_36_7.png,4.576,0.23,36,7
YS_4.576_PV_0.23\4.576_0.23_36_8.png,4.576,0.23,36,8
YS_4.576_PV_0.23\4.576_0.23_37_0.png,4.576,0.23,37,0
YS_4.576_PV_0.23\4.576_0.23_37_1.png,4.576,0.23,37,1
YS_4.576_PV_0.23\4.576_0.23_37_2.png,4.576,0.23,37,2
YS_4.576_PV_0.23\4.576_0.23_37_3.png,4.576,0.23,37,3
YS_4.576_PV_0.23\4.576_0.23_37_4.png,4.576,0.23,37,4
